Time, Open, High, Low, Close, Volume
<module 'time' (built-in)>, 0.02977, 0.02977, 0.02977, 0.02977, 0.0
<module 'time' (built-in)>, 0.02977, 0.02977, 0.02977, 0.02977, 0.0
<module 'time' (built-in)>, 0.02977, 0.02977, 0.02977, 0.02977, 0.0
<module 'time' (built-in)>, 0.02977, 0.02977, 0.02977, 0.02977, 0.0
<module 'time' (built-in)>, 0.02977, 0.02977, 0.02977, 0.02977, 0.0
<module 'time' (built-in)>, 0.02977, 0.02977, 0.02977, 0.02977, 0.0
<module 'time' (built-in)>, 0.02977, 0.02977, 0.02977, 0.02977, 0.0
<module 'time' (built-in)>, 0.02977, 0.02977, 0.02977, 0.02977, 0.0
<module 'time' (built-in)>, 0.02977, 0.02977, 0.02977, 0.02977, 0.0
<module 'time' (built-in)>, 0.02977, 0.02977, 0.02977, 0.02977, 33.61
<module 'time' (built-in)>, 0.02977, 0.02977, 0.02977, 0.02977, 104.99
<module 'time' (built-in)>, 0.02993, 0.02993, 0.02993, 0.02993, 33.42
<module 'time' (built-in)>, 0.02993, 0.02993, 0.02993, 0.02993, 0.0
<module 'time' (built-in)>, 0.02993, 0.02993, 0.02993, 0.02993, 0.0
<module 'time' (built-in)>, 0.02993, 0.02993, 0.02993, 0.02993, 0.0
<module 'time' (built-in)>, 0.03003, 0.03003, 0.03003, 0.03003, 35.0
<module 'time' (built-in)>, 0.03003, 0.03003, 0.03003, 0.03003, 0.72
<module 'time' (built-in)>, 0.03003, 0.03003, 0.03003, 0.03003, 0.0
<module 'time' (built-in)>, 0.03003, 0.03003, 0.03003, 0.03003, 0.0
<module 'time' (built-in)>, 0.03003, 0.03003, 0.03003, 0.03003, 0.0
<module 'time' (built-in)>, 0.03003, 0.03003, 0.03003, 0.03003, 0.0
<module 'time' (built-in)>, 0.03003, 0.03003, 0.03003, 0.03003, 0.0
<module 'time' (built-in)>, 0.03003, 0.03003, 0.03003, 0.03003, 0.0
<module 'time' (built-in)>, 0.03003, 0.03003, 0.03003, 0.03003, 0.0
<module 'time' (built-in)>, 0.03003, 0.03003, 0.03003, 0.03003, 0.0
<module 'time' (built-in)>, 0.03037, 0.03037, 0.03037, 0.03037, 118.0
<module 'time' (built-in)>, 0.03037, 0.03037, 0.03037, 0.03037, 0.0
<module 'time' (built-in)>, 0.03037, 0.03037, 0.03037, 0.03037, 0.0
<module 'time' (built-in)>, 0.03037, 0.03037, 0.03037, 0.03037, 0.0
<module 'time' (built-in)>, 0.03037, 0.03037, 0.03037, 0.03037, 0.0
<module 'time' (built-in)>, 0.03037, 0.03037, 0.03037, 0.03037, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 59.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
<module 'time' (built-in)>, 0.03033, 0.03033, 0.03033, 0.03033, 0.0
