Time, Open, High, Low, Close, Volume
<module 'time' (built-in)>, 0.10244, 0.10244, 0.10244, 0.10244, 18.2
<module 'time' (built-in)>, 0.10244, 0.10244, 0.10244, 0.10244, 0.0
<module 'time' (built-in)>, 0.10204, 0.10204, 0.10204, 0.10204, 76.1
<module 'time' (built-in)>, 0.10204, 0.10204, 0.10204, 0.10204, 0.0
<module 'time' (built-in)>, 0.10204, 0.10204, 0.10204, 0.10204, 0.0
<module 'time' (built-in)>, 0.10139, 0.10117, 0.10139, 0.10117, 28.0
<module 'time' (built-in)>, 0.10189, 0.10189, 0.10252, 0.10252, 149.83
<module 'time' (built-in)>, 0.10252, 0.10252, 0.10252, 0.10252, 0.0
<module 'time' (built-in)>, 0.1025, 0.1025, 0.1025, 0.1025, 590.6
<module 'time' (built-in)>, 0.1025, 0.1025, 0.1025, 0.1025, 0.0
<module 'time' (built-in)>, 0.1025, 0.1025, 0.1025, 0.1025, 0.0
<module 'time' (built-in)>, 0.1025, 0.10245, 0.10297, 0.10245, 341.64
<module 'time' (built-in)>, 0.10308, 0.10308, 0.10351, 0.10351, 114.67
<module 'time' (built-in)>, 0.10371, 0.10371, 0.10405, 0.10381, 324.02
<module 'time' (built-in)>, 0.10381, 0.10381, 0.10381, 0.10381, 0.0
<module 'time' (built-in)>, 0.10369, 0.10369, 0.10369, 0.10369, 90.0
<module 'time' (built-in)>, 0.10347, 0.10347, 0.10347, 0.10347, 15.0
<module 'time' (built-in)>, 0.10347, 0.10347, 0.10347, 0.10347, 0.0
<module 'time' (built-in)>, 0.104, 0.104, 0.10408, 0.10408, 25.4
<module 'time' (built-in)>, 0.10436, 0.10391, 0.10444, 0.10391, 91.98
<module 'time' (built-in)>, 0.10433, 0.10433, 0.10433, 0.10433, 30.39
<module 'time' (built-in)>, 0.10428, 0.10428, 0.10428, 0.10428, 9.68
<module 'time' (built-in)>, 0.10424, 0.10414, 0.1046, 0.1046, 382.8
<module 'time' (built-in)>, 0.1046, 0.1046, 0.1046, 0.1046, 0.0
<module 'time' (built-in)>, 0.1046, 0.1046, 0.1046, 0.1046, 0.0
<module 'time' (built-in)>, 0.10362, 0.1036, 0.10362, 0.1036, 96.13
<module 'time' (built-in)>, 0.1036, 0.1036, 0.1036, 0.1036, 0.0
<module 'time' (built-in)>, 0.1036, 0.1036, 0.1036, 0.1036, 0.0
<module 'time' (built-in)>, 0.10332, 0.10332, 0.10332, 0.10332, 9.78
<module 'time' (built-in)>, 0.10332, 0.10332, 0.10332, 0.10332, 0.0
<module 'time' (built-in)>, 0.10332, 0.10332, 0.10332, 0.10332, 39.9
<module 'time' (built-in)>, 0.10333, 0.10308, 0.10333, 0.10308, 265.0
<module 'time' (built-in)>, 0.10308, 0.10308, 0.10308, 0.10308, 0.0
<module 'time' (built-in)>, 0.10285, 0.10285, 0.10377, 0.10377, 22.6
<module 'time' (built-in)>, 0.10377, 0.10377, 0.10377, 0.10377, 0.0
<module 'time' (built-in)>, 0.10377, 0.10377, 0.10377, 0.10377, 652.7
<module 'time' (built-in)>, 0.10377, 0.10377, 0.10377, 0.10377, 0.0
<module 'time' (built-in)>, 0.10377, 0.10377, 0.10377, 0.10377, 0.0
<module 'time' (built-in)>, 0.10377, 0.10377, 0.10377, 0.10377, 0.0
<module 'time' (built-in)>, 0.10377, 0.10377, 0.10377, 0.10377, 0.0
<module 'time' (built-in)>, 0.10377, 0.10377, 0.10377, 0.10377, 0.0
<module 'time' (built-in)>, 0.1027, 0.1027, 0.1027, 0.1027, 9.74
<module 'time' (built-in)>, 0.10261, 0.10261, 0.10337, 0.10337, 110.0
<module 'time' (built-in)>, 0.10337, 0.10337, 0.10337, 0.10337, 0.0
<module 'time' (built-in)>, 0.10339, 0.10335, 0.10339, 0.10335, 87.7
<module 'time' (built-in)>, 0.10333, 0.10331, 0.10338, 0.10331, 226.4
<module 'time' (built-in)>, 0.10331, 0.10331, 0.10331, 0.10331, 0.0
